ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Days Subscribed,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count
998,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,8/5/19,11/8/19,95,No,Yes,8/5/19,8/8/19,Off,US/Canada,Consumer,Web,Yes,Yes,76,0,0,0,0
1002,NED,Limited,INITIAL_PURCHASE,Web,82.72,USD,1/17/20,4/21/20,95,No,Yes,1/17/20,1/20/20,Off,US/Canada,Consumer,Web,Yes,Yes,10,4,0,3,0
1005,RUS,Limited,INITIAL_PURCHASE,Web,37.77,USD,2/25/20,5/28/20,93,No,Yes,2/25/20,2/28/20,On,US/Canada,Consumer,Web,Yes,Yes,21,2,0,1,0
1028,ESP,Limited,INITIAL_PURCHASE,Web,119.88,USD,8/4/19,9/11/19,38,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,2,2,0,1,0
1030,DEU,Limited,INITIAL_PURCHASE,Web,38.13,USD,8/20/19,5/28/20,282,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,5,5,0,4,0
1034,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/13/19,11/16/19,95,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,183,16,2,15,1
1038,FRA,Limited,INITIAL_PURCHASE,Web,19.99,USD,12/31/19,2/6/20,37,No,Yes,12/31/19,1/3/20,On,US/Canada,Consumer,Web,Yes,Yes,161,68,36,28,10
1043,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/29/19,3/2/20,94,No,Yes,11/29/19,12/2/19,Off,US/Canada,Consumer,Web,Yes,Yes,44,4,0,3,0
1049,POR,Limited,INITIAL_PURCHASE,Web,65.94,USD,6/24/19,12/24/19,183,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1055,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/11/20,5/14/20,93,No,No,NULL,NULL,Off,Other,Consumer,Web,Yes,Yes,1,1,0,1,0
1065,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/10/19,10/10/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1076,CHI,Limited,RENEWAL,Web,79,USD,3/19/19,9/19/19,184,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,184,11,0,11,0
1077,POR,Limited,RENEWAL,Web,79,USD,11/4/19,5/7/20,185,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,2,0,0,0,0
1082,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/1/19,12/1/19,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,141,3,1,3,1
1090,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/5/20,6/9/20,96,No,Yes,3/5/20,3/8/20,On,US/Canada,Consumer,Web,Yes,Yes,11,8,0,4,0
1096,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,7/4/19,10/7/19,95,No,Yes,7/4/19,7/7/19,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1099,ENG,Limited,RENEWAL,Web,79,USD,6/11/19,12/11/19,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,88,14,0,12,0
1139,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,7/29/19,11/1/19,95,No,Yes,7/29/19,8/1/19,Off,US/Canada,Consumer,Web,Yes,Yes,176,13,0,13,0
1144,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/8/19,5/8/20,182,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0
1160,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,10/20/19,4/20/20,183,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
1161,ESP,Limited,RENEWAL,Web,79,USD,7/28/19,4/30/20,277,No,Yes,7/28/19,7/31/19,On,US/Canada,Consumer,Web,Yes,Yes,10,10,4,3,1
1164,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/1/19,11/1/19,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,67,0,0,0,0
1171,FRA,Limited,INITIAL_PURCHASE,Web,119,USD,11/9/19,5/12/20,185,No,Yes,11/9/19,11/12/19,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
1175,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/6/19,10/6/19,92,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1187,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/20/20,6/23/20,95,No,Yes,3/20/20,3/23/20,On,US/Canada,Consumer,Web,Yes,Yes,22,19,0,5,0
1190,GLE,Limited,RENEWAL,Web,79,USD,8/13/19,5/16/20,277,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,11,8,0,2,0
1194,ENG,Limited,RENEWAL,Web,35.97,USD,10/22/19,7/23/20,275,Yes,No,NULL,NULL,On,Other,Consumer,App,No,Yes,3,3,0,1,0
1198,RUS,Limited,RENEWAL,Web,35.97,USD,12/17/19,6/17/20,183,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,33,31,5,3,1
1204,TUR,Limited,RENEWAL,Web,79,USD,8/3/19,2/3/20,184,Yes,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1214,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/5/20,5/5/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,No,Yes,47,29,21,6,3
1237,ESP,Limited,INITIAL_PURCHASE,Web,71.94,USD,9/7/19,3/12/20,187,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1244,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/5/19,6/16/20,224,No,Yes,3/16/20,3/19/20,On,US/Canada,Consumer,Web,Yes,Yes,24,17,1,7,1
1249,ESP,Limited,INITIAL_PURCHASE,Web,38.98,USD,1/31/20,4/30/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,82,1,1,1,1
1256,GLE,Limited,INITIAL_PURCHASE,Web,39,USD,12/31/19,3/31/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
1274,FRA,Limited,INITIAL_PURCHASE,Web,38.13,USD,3/19/20,6/22/20,95,No,Yes,3/19/20,3/22/20,On,US/Canada,Consumer,Web,Yes,Yes,12,8,0,3,0
1281,FRA,Limited,RENEWAL,Web,35.97,USD,9/1/19,6/10/20,283,No,Yes,9/9/19,9/12/19,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
1292,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/10/19,1/29/20,233,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1299,DEU,Limited,INITIAL_PURCHASE,Web,39,USD,7/7/19,10/10/19,95,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1306,ESP,Limited,INITIAL_PURCHASE,Web,32.37,USD,2/27/20,5/27/20,90,No,No,NULL,NULL,On,Other,Other,Unknown,No,No,8,3,0,2,0
1322,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,10/28/19,1/28/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,52,7,0,4,0
1337,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/27/19,5/30/20,277,No,Yes,8/27/19,8/30/19,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
1338,FRA,Limited,INITIAL_PURCHASE,Web,38.85,USD,3/18/20,6/18/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
1340,ESP,Limited,RENEWAL,Web,79,USD,8/13/19,5/16/20,277,No,Yes,8/13/19,8/16/19,On,US/Canada,Consumer,Web,Yes,Yes,7,6,0,2,0
1342,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/13/19,2/13/20,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,3,2,2,1,1
1345,ITA,Limited,RENEWAL,Web,79,USD,7/3/19,1/7/20,188,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,107,98,4,83,2
1350,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/19/20,6/23/20,96,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,4,4,3,2,1
1355,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,8/27/19,11/30/19,95,No,Yes,8/27/19,8/30/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1365,POR,Limited,INITIAL_PURCHASE,Web,39,USD,7/13/19,10/16/19,95,No,Yes,7/13/19,7/16/19,Off,Other,Consumer,Web,Yes,Yes,45,0,0,0,0
1367,FRA,Limited,RENEWAL,Web,79,USD,7/28/19,4/30/20,277,No,Yes,7/28/19,7/31/19,On,US/Canada,Consumer,Web,Yes,Yes,7,5,0,2,0
1371,KOR,Limited,INITIAL_PURCHASE,Web,37.66,USD,12/17/19,3/17/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,21,9,4,5,2
1379,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/2/20,6/2/20,92,Yes,No,NULL,NULL,On,Other,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1388,FRA,Limited,INITIAL_PURCHASE,Web,39,USD,7/23/19,10/26/19,95,No,Yes,7/23/19,7/26/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1391,ESP,Limited,INITIAL_PURCHASE,Web,38.13,USD,2/2/20,5/2/20,90,Yes,No,NULL,NULL,Off,US/Canada,Other,App,Yes,Yes,10,0,0,0,0
1407,ESP,Limited,RENEWAL,Web,79,USD,5/3/19,4/14/20,347,No,Yes,5/3/19,5/6/19,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0
1408,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/3/19,12/3/19,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1438,FRA,Limited,INITIAL_PURCHASE,Web,38.34,USD,7/6/19,10/6/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,237,97,2,52,1
1440,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/28/20,6/5/20,98,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0
1446,FRA,Limited,RENEWAL,Web,79,USD,6/12/19,3/15/20,277,No,Yes,6/12/19,6/15/19,Off,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0
1456,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/27/20,6/27/20,92,No,No,NULL,NULL,Off,Other,Consumer,Web,No,Yes,5,5,0,1,0
1461,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/25/19,12/28/19,94,No,Yes,9/25/19,9/28/19,Off,US/Canada,Consumer,Web,Yes,Yes,142,2,0,2,0
1465,EBR,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/29/19,3/2/20,94,No,Yes,11/29/19,12/2/19,Off,Europe,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1466,KOR,Limited,RENEWAL,Web,35.97,USD,12/2/19,6/2/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,60,58,26,10,3
1469,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/14/19,5/21/20,189,No,Yes,11/14/19,11/17/19,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
1470,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/24/19,9/24/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1475,ITA,Limited,INITIAL_PURCHASE,Web,42.46,USD,12/28/19,3/28/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,9,2,0,1,0
1477,ESP,Limited,RENEWAL,Web,79,USD,6/10/19,12/10/19,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
1481,TGL,Limited,RENEWAL,Web,19.99,USD,9/28/19,12/28/19,91,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,160,7,2,5,1
1492,JPN,Limited,RENEWAL,Web,35.97,USD,12/8/19,6/8/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,3,0,1,0
1504,RUS,Limited,RENEWAL,Web,79,USD,6/3/19,12/6/19,186,No,Yes,6/3/19,6/6/19,Off,US/Canada,Consumer,Web,Yes,Yes,16,0,0,0,0
1507,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/20/20,6/28/20,100,No,Yes,3/20/20,3/27/20,On,Other,Consumer,Web,No,Yes,1,1,1,1,1
1519,ESP,Limited,RENEWAL,Web,35.97,USD,8/22/19,5/29/20,281,No,Yes,8/22/19,8/25/19,Off,US/Canada,Consumer,Web,No,Yes,14,14,0,3,0
1524,TGL,Limited,INITIAL_PURCHASE,Web,84.53,USD,11/30/19,2/29/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,14,5,0,2,0
1537,ESP,Limited,INITIAL_PURCHASE,Web,69,USD,1/9/20,7/9/20,182,No,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,1,1,1,1,1
1549,ESP,Limited,INITIAL_PURCHASE,Web,42.12,USD,12/31/19,3/31/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,131,8,0,3,0
1550,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/29/19,1/5/20,98,No,Yes,10/1/19,10/4/19,Off,US/Canada,Consumer,Web,No,Yes,103,1,0,1,0
1558,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,1/9/20,4/9/20,91,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,23,4,2,2,1
1570,GLE,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/12/19,2/12/20,184,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,69,3,0,2,0
1583,HIN,Limited,INITIAL_PURCHASE,Web,35.97,USD,9/24/19,12/28/19,95,No,Yes,9/24/19,9/27/19,Off,US/Canada,Consumer,Web,Yes,Yes,152,15,0,15,0
1587,ESC,Limited,INITIAL_PURCHASE,Web,39,USD,1/11/20,4/11/20,91,No,No,NULL,NULL,Off,Europe,Consumer,Web,No,Yes,4,2,2,1,1
1588,KOR,Limited,RENEWAL,Web,79,USD,8/10/19,5/10/20,274,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0
1618,ITA,Limited,INITIAL_PURCHASE,Web,38.96,USD,7/28/19,10/28/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,155,0,0,0,0
1624,ESP,Limited,RENEWAL,Web,79,USD,11/4/19,5/4/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0
1632,FRA,Limited,INITIAL_PURCHASE,Web,41.73,USD,12/2/19,3/2/20,91,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,38,15,0,11,0
1637,ESP,Limited,INITIAL_PURCHASE,Web,109,USD,9/15/19,3/15/20,182,No,No,NULL,NULL,Off,US/Canada,Other,Web,Yes,Yes,6,6,0,2,0
1639,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/18/19,2/21/20,95,No,Yes,11/18/19,11/21/19,Off,Other,Consumer,Web,No,Yes,1,0,0,0,0
1640,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/26/20,3/26/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,12,7,0,1,0
1643,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,3/22/20,3/22/21,365,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,44,2,0,2,0
1647,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/2/19,11/9/19,99,No,Yes,8/2/19,8/5/19,Off,Other,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1651,GRK,Limited,INITIAL_PURCHASE,Web,19.99,USD,7/28/19,8/28/19,31,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1658,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/17/19,11/17/19,92,Yes,No,NULL,NULL,Off,Europe,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1662,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/21/20,4/21/20,91,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,49,6,1,4,1
1676,HEB,Limited,RENEWAL,Web,79,USD,9/25/19,4/14/20,202,No,Yes,9/25/19,9/28/19,Off,US/Canada,Consumer,Web,No,Yes,2,0,0,0,0
1682,ESP,Limited,RENEWAL,Web,79,USD,5/8/19,11/8/19,184,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,37,0,0,0,0
1683,ESP,Limited,RENEWAL,Web,35.97,USD,12/26/19,6/26/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
1686,ESP,Limited,INITIAL_PURCHASE,Web,69.32,USD,11/10/19,5/10/20,182,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,3,2,0,2,0
1705,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/25/19,5/26/20,183,Yes,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,88,18,0,16,0
1707,ITA,Limited,INITIAL_PURCHASE,Web,39,USD,12/26/19,3/30/20,95,No,Yes,12/26/19,12/29/19,Off,US/Canada,Consumer,Web,No,Yes,10,9,9,1,1
1711,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/4/19,11/4/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
1716,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/31/19,1/31/20,92,Yes,No,NULL,NULL,Off,Other,Consumer,App,No,Yes,7,7,0,2,0
1724,HEB,Limited,RENEWAL,Web,35.97,USD,1/13/20,7/13/20,182,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0
1725,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,3/14/20,3/14/21,365,No,Yes,3/14/20,3/17/20,On,US/Canada,Consumer,Web,Yes,Yes,178,40,24,16,2
1732,DEU,Limited,INITIAL_PURCHASE,Web,34.17,USD,11/14/19,2/14/20,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,No,Yes,32,29,8,8,2
1767,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/20/19,2/24/20,96,No,Yes,11/20/19,11/23/19,Off,US/Canada,Consumer,Web,Yes,Yes,47,6,0,4,0
1782,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/24/20,6/24/20,92,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,No,Yes,NULL,NULL,NULL,NULL,NULL
1786,ESP,Limited,INITIAL_PURCHASE,Web,38.49,USD,6/12/19,1/6/20,208,No,No,NULL,NULL,Off,US/Canada,Other,Web,Yes,Yes,6,5,0,2,0
1793,ESC,Limited,INITIAL_PURCHASE,Web,39,USD,8/17/19,11/20/19,95,No,Yes,8/17/19,8/20/19,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1800,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,8/15/19,2/15/20,184,No,Yes,8/13/19,8/16/19,Off,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0
1803,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/22/20,6/25/20,95,No,Yes,3/22/20,3/25/20,On,US/Canada,Consumer,Web,Yes,Yes,133,133,126,3,1
1815,HEB,Limited,RENEWAL,Web,35.97,USD,1/15/20,7/18/20,185,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,24,3,2,2,1
1818,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/16/20,4/20/20,95,No,Yes,1/17/20,1/20/20,Off,Other,Consumer,Web,No,Yes,4,0,0,0,0
1832,ESP,Limited,INITIAL_PURCHASE,Web,32.37,USD,10/1/19,1/4/20,95,No,Yes,10/1/19,10/4/19,Off,US/Canada,Consumer,Web,Yes,Yes,180,31,1,14,1
1834,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2/24/20,5/24/20,90,No,Yes,2/24/20,2/27/20,On,US/Canada,Consumer,Web,Yes,Yes,9,2,0,1,0
1845,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,6/27/19,9/27/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,156,0,0,0,0
1849,SVE,Limited,RENEWAL,Web,79,USD,6/3/19,3/6/20,277,No,Yes,6/3/19,6/6/19,Off,US/Canada,Consumer,Web,Yes,Yes,27,0,0,0,0
1868,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/22/19,11/22/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1869,FRA,Limited,INITIAL_PURCHASE,Web,38.67,USD,8/22/19,11/22/19,92,No,Yes,8/16/19,8/19/19,Off,US/Canada,Consumer,Web,Yes,Yes,11,11,0,4,0
1886,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/13/19,5/14/20,183,No,Yes,2/10/20,2/13/20,On,US/Canada,Consumer,Web,Yes,Yes,196,187,184,5,2
1893,ARA,Limited,INITIAL_PURCHASE,Web,109,USD,1/27/20,7/27/20,182,Yes,No,NULL,NULL,On,US/Canada,Other,App,Yes,Yes,8,0,0,0,0
1899,RUS,Limited,INITIAL_PURCHASE,Web,79,USD,6/26/19,9/26/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1921,FRA,Limited,INITIAL_PURCHASE,Web,38.13,USD,2/7/20,5/7/20,90,Yes,No,NULL,NULL,On,US/Canada,Other,Web,Yes,Yes,10,0,0,0,0
1923,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,7/2/19,10/2/19,92,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,191,20,2,18,1
1924,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,11/1/19,2/5/20,96,No,Yes,11/1/19,11/4/19,Off,US/Canada,Consumer,Web,Yes,Yes,18,17,8,9,3
1927,FRA,Limited,INITIAL_PURCHASE,Web,21.39,USD,7/5/19,8/5/19,31,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,182,9,0,7,0
1935,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,11/14/19,5/26/20,194,No,Yes,11/20/19,11/23/19,On,Other,Consumer,Web,Yes,Yes,NULL,NULL,NULL,NULL,NULL
1936,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,10/29/19,1/29/20,92,No,No,NULL,NULL,Off,Other,Other,Unknown,No,No,1,0,0,0,0
1937,ENG,Limited,RENEWAL,Web,79,USD,7/29/19,5/6/20,282,No,Yes,7/29/19,8/1/19,Off,US/Canada,Consumer,Web,Yes,Yes,9,1,0,1,0
1945,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,9/11/19,12/17/19,97,No,Yes,9/11/19,9/14/19,Off,US/Canada,Consumer,Web,Yes,Yes,11,0,0,0,0
1947,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,7/25/19,4/13/20,263,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,37,17,6,10,2
1956,ENG,Limited,RENEWAL,Web,79,USD,4/26/19,10/26/19,183,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,NULL,NULL,NULL,NULL,NULL
1958,ESP,Limited,RENEWAL,Web,79,USD,4/30/19,1/30/20,275,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,124,14,0,11,0
1959,ITA,Limited,RENEWAL,Web,35.97,USD,12/4/19,6/4/20,183,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,4,2,0,1,0
1969,SVE,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/27/20,5/2/20,96,No,Yes,1/27/20,1/30/20,Off,Europe,Consumer,Web,No,Yes,6,0,0,0,0
1978,ESP,Limited,INITIAL_PURCHASE,Web,119,USD,7/20/19,1/20/20,184,Yes,No,NULL,NULL,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0
1990,ENG,Limited,RENEWAL,Web,79,USD,6/5/19,5/8/20,338,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,65,0,0,0,0
2000,ITA,Limited,RENEWAL,Web,79,USD,6/2/19,3/2/20,274,Yes,No,NULL,NULL,Off,US/Canada,Consumer,Web,No,Yes,67,35,6,15,2
2007,ESP,Limited,RENEWAL,Web,35.97,USD,8/19/19,5/22/20,277,No,Yes,8/19/19,8/22/19,On,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0
2016,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,1/18/20,6/3/20,137,No,Yes,1/18/20,1/21/20,On,US/Canada,Consumer,Web,Yes,Yes,80,13,0,9,0
2018,ENG,Limited,RENEWAL,Web,35.97,USD,1/2/20,7/8/20,188,No,No,NULL,NULL,On,Other,Consumer,Web,No,Yes,10,8,5,3,1
2035,FAR,Limited,INITIAL_PURCHASE,Web,38.13,USD,9/27/19,12/27/19,91,Yes,No,NULL,NULL,On,US/Canada,Consumer,App,Yes,Yes,87,0,0,0,0
2039,ITA,Limited,RENEWAL,Web,35.97,USD,1/12/20,7/12/20,182,No,Yes,3/4/20,3/7/20,On,US/Canada,Consumer,Web,Yes,Yes,49,38,30,14,8
2055,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,3/20/20,6/20/20,92,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,217,114,6,69,4
2057,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,8/14/19,11/14/19,92,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
2060,RUS,Limited,INITIAL_PURCHASE,Web,38.22,USD,1/31/20,4/30/20,90,No,No,NULL,NULL,On,US/Canada,Consumer,Web,Yes,Yes,12,1,0,1,0
2062,DEU,Limited,RENEWAL,Web,35.97,USD,1/4/20,7/4/20,182,No,No,NULL,NULL,Off,US/Canada,Consumer,Web,Yes,Yes,8,3,3,1,1
